-5,0,0,0,0,-1.0496293649803188,0.775475613655745,-1.0226675563645304
-5,0,0,0,1,-0.9086531553003964,-0.9667027464178317,-0.9297955091532073
-5,0,0,0,2,-4.340075329713694,-2.8910268862758497,-0.7107025045564921
-5,0,0,1,0,-4.171067426704387,-1.9042126951793037,-4.338955211124513
-5,0,0,1,1,-1.6220745943320103,-1.0710537631107133,-1.0766048984291632
-5,0,0,1,2,-3.83601398507997,-1.1181904323652119,-1.9899163658760028
-5,0,0,2,0,-1.45027345057053,-2.1174004346953224,-0.7232911128747697
-5,0,0,2,1,-2.036704085714387,-2.2508039763890024,-3.0712529454595234
-5,0,0,2,2,-2.8704383846868238,-4.310787402547133,-4.570394376150414
-5,0,0,3,0,-4.217204792448398,-1.7363031308444485,-0.6486428784836367
-5,0,0,3,1,-3.864428451208975,-0.0009433430350638261,-4.8812529621144645
-5,0,0,3,2,-3.1192022844285154,-1.4996014468154324,-4.653180451934445
-5,0,1,0,0,-1.0496565488127783,-1.0710802918033784,-0.30322715844737114
-5,0,1,0,1,-0.9934427449287736,-0.9503105042040654,-1.0116613406541062
-5,0,1,0,2,-0.908853456306785,-1.074683856355625,-0.9750064123397051
-5,0,1,1,0,-1.4918826635759013,-4.170818150741159,-3.5491180629695362
-5,0,1,1,1,-2.9697536463947136,-1.731575490057769,-0.3117844292363179
-5,0,1,1,2,-3.0602424106199457,-0.6873611267548458,-2.9553139369680426
-5,0,1,2,0,-2.126206184932347,-1.4543672602108293,-0.34198199997339174
-5,0,1,2,1,-3.035223354251893,-2.5089174679639585,-1.0052987532743467
-5,0,1,2,2,-0.488256444954299,-3.6553488077273064,-3.6494084192630716
-5,0,1,3,0,-3.331703450075658,-2.63414541482566,-3.7028304422709186
-5,0,1,3,1,-4.867507551296056,-2.5155912099822073,-0.8733991729372885
-5,0,1,3,2,-1.9216277091841456,-3.739450846954612,-2.9660933460683676
-5,0,2,0,0,-1.2109504085004223,-0.649334404039176,-1.4478106490010618
-5,0,2,0,1,-1.3930043544698467,-3.218396194435356,-1.4519079897962994
-5,0,2,0,2,-3.613953809918674,-2.8682705606025776,-2.908482029505042
-5,0,2,1,0,-1.0776142728813147,1.0745373807967324,-1.084577812786
-5,0,2,1,1,-0.854509887391953,-0.8747447592444488,-0.8628070139619053
-5,0,2,1,2,-0.9628155523539647,-1.0873430583358876,-1.0915568687494424
-5,0,2,2,0,-4.960849342694894,-0.577485250512054,-1.287651763240902
-5,0,2,2,1,-2.7513092379676447,-0.9229512584183377,-4.715947487539146
-5,0,2,2,2,-3.6976112263702072,-1.4067396266072771,-4.546179280399199
-5,0,2,3,0,-1.6030700409346887,-4.4395462297893475,-4.586705577208117
-5,0,2,3,1,-4.084263275134297,-1.413268101907923,-1.0613224974403406
-5,0,2,3,2,-0.41333508909592176,-1.5194649394165132,-0.4999908437086722
-5,0,3,0,0,-4.586859668766629,-1.8410086844118778,-3.500727869218298
-5,0,3,0,1,-2.3474544218511273,-1.368463575725963,-0.1832264646540107
-5,0,3,0,2,-0.9538632835597634,-0.07305180508663511,-0.3928974563536771
-5,0,3,1,0,-0.09893491357174877,-0.392423166481783,-0.05963980863866869
-5,0,3,1,1,-1.7863475951639343,-3.7610920796769682,-3.6010648421603886
-5,0,3,1,2,-3.4408620942851273,-1.6799349538991186,-2.5538336843097738
-5,0,3,2,0,-2.0222250913116744,0.9707821190634469,-0.6269038699280902
